log_M, ah, gh, qtil, b,  N,f
-2.13425, 9.91964, 0.210695, 0.00317002 ,0.396588, 253.536 ,-700.704
-2.36291, 10.0195, 0.213492, 0.00322611 ,0.860212, 119.748 ,-699.327
-2.19756, 9.82248, 0.133008, 0.00302821 ,0.102382, 202.585 ,-700.79
-2.12292, 9.92887, 0.187051, 0.00295996 ,0.540049, 201.006 ,-702.124
-2.45147, 9.88347, 0.191829, 0.00286984 ,0.698367, 79.057 ,-698.758
-2.46008, 10.0215, 0.247882, 0.00279994 ,0.806273, 93.7626 ,-698.668
-2.13978, 9.92168, 0.155115, 0.00271749 ,0.363491, 220.208 ,-702.189
-2.31981, 9.9414, 0.264264, 0.00285806 ,0.0411933, 154.488 ,-699.782
-2.11775, 10.0311, 0.137898, 0.00270901 ,0.360555, 189.172 ,-700.791
-2.15239, 10.0302, 0.232427, 0.00278657 ,0.511163, 173.877 ,-701.683
-2.19215, 9.96255, 0.146284, 0.0027132 ,0.665331, 265.777 ,-698.736
-2.27041, 10.0777, 0.220546, 0.00290962 ,0.800977, 153.095 ,-699.849
-2.17835, 9.91472, 0.191094, 0.00310177 ,0.047553, 202.566 ,-702.526
-2.07883, 9.99961, 0.174267, 0.00303571 ,0.0184992, 289.173 ,-701.337
-2.35517, 10.1119, 0.262551, 0.00282229 ,0.463434, 105.365 ,-699.817
-2.1008, 9.92581, 0.144539, 0.00277325 ,0.332161, 239.067 ,-701.72
-2.19814, 9.92824, 0.148781, 0.00258137 ,0.317174, 185.842 ,-702.167
-2.32803, 9.9501, 0.146873, 0.00247767 ,0.559249, 137.391 ,-700.647
-2.19034, 9.84603, 0.201888, 0.00241727 ,0.224043, 154.862 ,-701.719
-2.14204, 9.83494, 0.198656, 0.00227016 ,0.763998, 172.801 ,-700.041
-2.14893, 10.0109, 0.218322, 0.00242543 ,0.209134, 200.859 ,-702.309
-2.02862, 10.0938, 0.193565, 0.00263123 ,0.00511036, 183.987 ,-700.288
-2.24676, 10.0567, 0.200352, 0.00257473 ,0.609611, 166.308 ,-701.048
-2.10181, 9.77876, 0.152133, 0.0025009 ,0.107672, 178.028 ,-699.995
-2.16771, 10.0331, 0.193602, 0.00253951 ,0.442423, 202.031 ,-701.985
-2.16478, 10.154, 0.24226, 0.0025212 ,0.0991813, 187.81 ,-700.617
-2.42043, 9.84979, 0.20952, 0.00273747 ,0.378387, 142.393 ,-699.388
-2.26615, 9.97581, 0.209358, 0.00275474 ,0.397111, 125.445 ,-701.719
-2.36238, 9.74451, 0.185529, 0.00311367 ,0.225782, 129.373 ,-700.62
-2.16059, 9.87155, 0.168474, 0.00345741 ,0.425163, 150.649 ,-701.383
-2.15475, 9.98952, 0.264191, 0.00332949 ,0.0013479, 175.055 ,-700.813
-2.33441, 9.94797, 0.14775, 0.00308836 ,0.608784, 195.683 ,-697.996
-2.20594, 9.97076, 0.155464, 0.00334834 ,0.076185, 163.986 ,-702.216
-2.5787, 9.73353, 0.233292, 0.00364534 ,0.437378, 78.7272 ,-697.472
-2.23618, 9.56638, 0.127141, 0.00347174 ,0.179855, 128.609 ,-698.889
-2.19874, 10.052, 0.148426, 0.00321862 ,0.134399, 190.523 ,-700.498
-2.47052, 9.78862, 0.138135, 0.00321533 ,0.335052, 111.164 ,-699.185
-2.19437, 10.014, 0.223591, 0.00306665 ,0.660508, 174.1 ,-701.357
-2.15063, 9.80937, 0.160306, 0.00343619 ,0.196533, 185.324 ,-701.433
-2.19493, 10.0169, 0.214516, 0.00357441 ,0.117804, 131.081 ,-701.562
-2.03554, 10.0464, 0.177258, 0.00406216 ,0.1167, 224.436 ,-701.486
-2.11378, 10.0065, 0.141136, 0.00396072 ,0.15828, 213.008 ,-701.542
-2.06471, 9.92729, 0.212478, 0.00372957 ,0.350216, 217.072 ,-701.176
-2.47359, 9.9009, 0.200377, 0.00395822 ,0.443892, 93.0248 ,-699.728
-2.31274, 10.0205, 0.279704, 0.00378165 ,0.762839, 114.878 ,-698.91
-2.24082, 9.98818, 0.119822, 0.00373687 ,0.736743, 200.669 ,-697.718
-2.05216, 10.1141, 0.199763, 0.00405137 ,0.407417, 231.772 ,-700.273
-2.18642, 9.93505, 0.156304, 0.00424769 ,0.183596, 186.597 ,-702.402
-2.08334, 10.0134, 0.222417, 0.00408572 ,0.38498, 198.55 ,-701.582
-2.3735, 9.81237, 0.212447, 0.0040479 ,0.185858, 99.3876 ,-700.27
-2.12326, 10.0749, 0.223075, 0.00404581 ,0.12176, 160.195 ,-701.481
-2.13593, 10.0285, 0.198301, 0.00423101 ,0.171796, 157.471 ,-701.892
-2.14441, 10.2472, 0.45779, 0.00425182 ,0.113954, 146.959 ,-692.161
-2.31907, 9.98008, 0.263412, 0.00444347 ,0.443024, 112.274 ,-700.199
-2.04783, 9.94195, 0.138992, 0.004531 ,0.189293, 187.052 ,-700.338
-1.95383, 9.94833, 0.201391, 0.0045884 ,0.409286, 311.375 ,-698.313
-2.0084, 9.80457, 0.157589, 0.00450112 ,0.2683, 244.459 ,-698.105
-2.1316, 9.86989, 0.134986, 0.00460211 ,0.211144, 201.456 ,-701.152
-2.26484, 9.87854, 0.153013, 0.00469686 ,0.383966, 125.778 ,-701.024
-2.10073, 9.86618, 0.185049, 0.00457507 ,0.0659066, 161.123 ,-700.91
-2.00334, 10.0478, 0.172509, 0.00447342 ,0.397028, 249.124 ,-700.483
-2.43044, 9.58466, 0.13153, 0.00459641 ,0.417125, 88.8449 ,-698.537
-2.40081, 9.90895, 0.204761, 0.00464718 ,0.0768752, 153.518 ,-699.503
-2.16721, 9.9407, 0.168641, 0.00436404 ,0.252764, 147.476 ,-701.82
-2.25811, 9.815, 0.191171, 0.00382995 ,0.248004, 161.038 ,-701.594
-2.41791, 9.75478, 0.175393, 0.00373835 ,0.572476, 104.571 ,-699.886
-2.28893, 9.82012, 0.104937, 0.00402801 ,0.686182, 154.427 ,-697.663
-2.17751, 9.90268, 0.172236, 0.00420299 ,0.100912, 194.944 ,-702.587
-2.08747, 9.95161, 0.210611, 0.00414586 ,0.384903, 186.256 ,-701.524
-2.23469, 9.94313, 0.182584, 0.004129 ,0.166867, 153.307 ,-702.491
-2.2473, 9.96806, 0.170196, 0.00425339 ,0.126626, 159.88 ,-702.225
-2.39724, 10.1702, 0.259643, 0.00410583 ,0.316883, 87.9658 ,-698.598
-2.21828, 10.0371, 0.17941, 0.00398658 ,0.193599, 157.305 ,-701.825
-1.98296, 9.95608, 0.174205, 0.00372222 ,0.49056, 228.522 ,-699.822
-2.32844, 10.1443, 0.224725, 0.00391663 ,0.0779665, 111.573 ,-699.81
-2.28195, 9.98622, 0.156593, 0.0039117 ,0.351887, 130.153 ,-701.061
-1.97885, 9.98678, 0.166002, 0.0040216 ,0.283489, 219.598 ,-700.116
-2.2229, 9.87723, 0.176121, 0.00373 ,0.425212, 171.711 ,-702.151
-2.34061, 9.62112, 0.152136, 0.00390205 ,0.526402, 106.962 ,-699.054
-2.20423, 9.66661, 0.12984, 0.00388872 ,0.487377, 152.131 ,-699.113
-2.30772, 10.0565, 0.235278, 0.00392488 ,0.0485491, 144.454 ,-701.005
-2.17765, 9.95624, 0.209137, 0.00399311 ,0.229266, 99.5251 ,-698.499
-2.22144, 10.0064, 0.221131, 0.00403309 ,0.687273, 189.76 ,-700.449
-2.06721, 10.1083, 0.202812, 0.00383863 ,0.0658909, 184.885 ,-700.869
-2.04762, 10.0999, 0.241005, 0.00409964 ,0.36542, 135.001 ,-697.869
-2.01361, 9.97232, 0.165842, 0.00387539 ,0.355735, 202.621 ,-700.613
-2.08456, 10.1089, 0.223113, 0.00404476 ,0.268825, 205.935 ,-701.108
-2.10441, 9.83773, 0.168427, 0.00408041 ,0.278684, 269.088 ,-700.196
-2.12795, 9.96933, 0.14177, 0.00419197 ,0.487934, 217.933 ,-701.323
-2.22847, 9.92525, 0.194892, 0.00417235 ,0.264366, 195.798 ,-701.906
-2.39888, 9.6599, 0.0857286, 0.00399214 ,0.382689, 111.324 ,-697.005
-2.28746, 10.0532, 0.254447, 0.0039596 ,0.513357, 146.503 ,-700.497
-2.46871, 9.97676, 0.19956, 0.0037201 ,0.628609, 108.368 ,-699.073
-2.10271, 9.93295, 0.135036, 0.00375047 ,0.184909, 148.627 ,-699.747
-2.30811, 9.67032, 0.186875, 0.00379513 ,0.31675, 152.447 ,-699.162
-2.14488, 10.033, 0.208055, 0.00380022 ,0.47297, 172.38 ,-701.856
-2.16141, 9.79374, 0.203921, 0.00376425 ,0.202061, 192.632 ,-700.379
-2.17254, 9.97451, 0.250798, 0.0032988 ,0.375525, 136.426 ,-700.61
-2.18686, 9.83866, 0.186793, 0.00342714 ,0.359914, 172.836 ,-701.851
-2.19961, 9.88218, 0.19988, 0.00321643 ,0.0552756, 178.942 ,-702.322
-2.23773, 9.9364, 0.22469, 0.00304174 ,0.792622, 188.317 ,-699.88
-2.18442, 9.89924, 0.195841, 0.00340026 ,0.111269, 202.422 ,-702.257
-2.29029, 9.92098, 0.144805, 0.00343311 ,0.380189, 156.787 ,-701.237
-2.15185, 9.68975, 0.139649, 0.00357341 ,0.250463, 136.759 ,-698.352
-2.39609, 9.86751, 0.226668, 0.0035128 ,0.0743409, 153.66 ,-699.027
-2.1874, 10.0423, 0.240945, 0.00332007 ,0.21507, 158.077 ,-701.789
-2.19473, 10.0451, 0.216294, 0.00324066 ,0.641141, 179.663 ,-701.226
-2.01259, 10.0319, 0.196225, 0.0034165 ,0.384674, 307.77 ,-700.291
-2.07137, 10.0822, 0.155637, 0.00355167 ,0.519231, 265.296 ,-698.928
-2.26112, 9.89354, 0.157853, 0.00366026 ,0.562553, 212.558 ,-700.012
-2.02397, 9.86768, 0.143125, 0.00351219 ,0.380403, 291.794 ,-699.015
-2.28317, 9.4404, 0.081378, 0.00385809 ,0.193494, 118.456 ,-698.612
-2.18336, 10.0632, 0.217381, 0.00391245 ,0.204788, 154.548 ,-701.851
-2.37682, 9.95016, 0.158352, 0.00399518 ,0.367577, 103.66 ,-700.108
-2.00333, 10.0797, 0.212585, 0.00412757 ,0.134024, 252.915 ,-700.608
-2.05677, 9.95972, 0.185415, 0.00420678 ,0.508461, 283.264 ,-700.768
-2.11163, 9.88624, 0.139235, 0.00397481 ,0.120077, 165.288 ,-700.681
-2.19411, 9.89076, 0.173246, 0.00393845 ,0.0601528, 178.614 ,-702.603
-2.07497, 10.0172, 0.219454, 0.00411081 ,0.146913, 186.58 ,-701.679
-2.08681, 10.0145, 0.185029, 0.00405641 ,0.282428, 241.636 ,-702.046
-2.25413, 10.1776, 0.254519, 0.00394371 ,0.345304, 125.863 ,-699.95
-2.27006, 9.86641, 0.181822, 0.00393081 ,0.363427, 172.674 ,-701.715
-2.21793, 9.78297, 0.145935, 0.00378665 ,0.1369, 160.351 ,-701.21
-2.07908, 9.88425, 0.16276, 0.00351222 ,0.323996, 263.149 ,-701.136
-2.26192, 9.9732, 0.122079, 0.00351956 ,0.0380516, 142.849 ,-700.238
-2.26354, 10.1093, 0.246178, 0.00344105 ,0.202307, 99.5662 ,-699.589
-2.27086, 9.8587, 0.278873, 0.00332994 ,0.0194108, 143.751 ,-698.598
-2.05417, 9.92491, 0.1761, 0.00322526 ,0.668476, 288.367 ,-699.821
-2.15507, 9.92039, 0.115681, 0.00295703 ,0.383431, 141.391 ,-699.044
-2.29504, 9.9052, 0.178407, 0.00302366 ,0.118167, 135.919 ,-702.114
-2.21976, 9.72306, 0.139053, 0.00276913 ,0.794911, 234.321 ,-696.875
-2.23775, 9.97163, 0.153151, 0.00264948 ,0.507356, 177.743 ,-701.508
-2.10961, 9.96083, 0.215046, 0.0025168 ,0.0041386, 212.716 ,-702.245
-2.01686, 9.9826, 0.134385, 0.00254374 ,0.516587, 268.247 ,-700.18
-2.04294, 9.92709, 0.14604, 0.00248626 ,0.306088, 274.561 ,-701.027
-2.12093, 9.91629, 0.14123, 0.0024701 ,0.143876, 196.096 ,-701.909
-2.18615, 10.0032, 0.15169, 0.00254933 ,0.156663, 158.097 ,-701.724
-2.21891, 10.0712, 0.246708, 0.00268697 ,0.0702405, 152.109 ,-701.587
-2.3877, 9.71468, 0.130323, 0.00260426 ,0.164107, 123.371 ,-699.933
-2.25373, 10.0456, 0.19504, 0.00263003 ,0.458274, 145.362 ,-701.53
-2.2439, 9.90432, 0.217792, 0.00241037 ,0.700124, 140.619 ,-701.193
-2.17517, 9.8469, 0.225216, 0.00237633 ,0.192396, 183.185 ,-700.78
-2.2218, 9.8829, 0.113917, 0.00246717 ,0.0229082, 166.713 ,-700.328
-1.94901, 10.0678, 0.131936, 0.00265903 ,0.373755, 247.394 ,-697.273
-2.18979, 9.925, 0.183986, 0.0027551 ,0.353918, 184.279 ,-702.635
-2.2702, 10.0386, 0.205264, 0.00282854 ,0.062514, 166.132 ,-701.475
-2.1918, 9.94876, 0.163614, 0.00278207 ,0.128155, 172.952 ,-702.618
-2.21403, 9.89218, 0.158589, 0.00293181 ,0.222813, 164.694 ,-702.34
-2.1494, 10.0645, 0.18735, 0.00289432 ,0.100092, 201.755 ,-701.827
-2.29059, 9.92177, 0.219931, 0.00298789 ,0.533624, 131.488 ,-701.444
-2.19475, 9.69088, 0.181371, 0.00276362 ,0.0738071, 165.881 ,-699.586
-2.26249, 9.8563, 0.170325, 0.00282916 ,0.554365, 119.694 ,-700.917
-2.17544, 10.0105, 0.183431, 0.00263946 ,0.194162, 231.112 ,-701.55
-2.19701, 10.1025, 0.297039, 0.00261423 ,0.21776, 153.168 ,-700.081
-2.18673, 9.98209, 0.239107, 0.00262012 ,0.173365, 200.426 ,-701.385
-2.53462, 9.95738, 0.220779, 0.00251851 ,0.039523, 83.0099 ,-698.996
-2.06108, 9.90019, 0.199624, 0.00265716 ,0.0323869, 166.21 ,-700.421
-2.23373, 9.92647, 0.130507, 0.00254271 ,0.576941, 180.308 ,-700.789
-2.08554, 9.98351, 0.172099, 0.00269634 ,0.179302, 202.559 ,-702.437
-2.28641, 9.83403, 0.15247, 0.00274052 ,0.322942, 108.916 ,-700.344
-2.60868, 10.0002, 0.337876, 0.00286708 ,0.214536, 55.9791 ,-695.698
-2.39349, 9.51183, 0.119033, 0.00270543 ,0.56036, 119.825 ,-699.06
-2.53816, 9.50928, 0.0850121, 0.00286494 ,0.243194, 89.8364 ,-697.44
-2.14532, 9.93372, 0.175728, 0.00304297 ,0.562066, 243.164 ,-701.449
-2.13294, 10.0912, 0.249721, 0.00301239 ,0.695515, 192.441 ,-700.081
-2.184, 9.99041, 0.13397, 0.00287652 ,0.104664, 235.721 ,-700.296
-2.23242, 9.7139, 0.183458, 0.00313293 ,0.0507027, 157.452 ,-700.344
-2.20004, 10.0185, 0.194387, 0.00321601 ,0.0503843, 188.86 ,-702.266
-2.18045, 9.86245, 0.163487, 0.00310832 ,0.423746, 199.867 ,-701.928
-2.10414, 9.88109, 0.197583, 0.00314945 ,0.206553, 256.307 ,-700.933
-2.22168, 9.95132, 0.176257, 0.00314854 ,0.24574, 187.995 ,-702.345
-2.28799, 9.71081, 0.190186, 0.00291464 ,0.38227, 172.114 ,-699.315
-2.52319, 9.64404, 0.171909, 0.00285056 ,0.279977, 90.9358 ,-698.73
-2.30144, 10.1352, 0.224542, 0.00331806 ,0.227589, 148.173 ,-699.894
-2.04438, 10.3922, 0.380583, 0.00349158 ,0.213485, 140.206 ,-694.294
-2.13731, 9.90545, 0.204384, 0.003654 ,0.0254781, 211.076 ,-702.12
-2.09442, 10.001, 0.218192, 0.0035572 ,0.362813, 228.535 ,-701.748
-2.29273, 9.97847, 0.179218, 0.00371199 ,0.345917, 210.677 ,-699.193
-2.00978, 10.0919, 0.167961, 0.00367569 ,0.406949, 239.547 ,-699.569
-1.98611, 10.0746, 0.203895, 0.0034508 ,0.0742178, 310.33 ,-699.744
-2.05433, 10.0085, 0.188074, 0.00344087 ,0.180836, 192.102 ,-701.747
-2.13368, 9.92076, 0.156597, 0.00336831 ,0.069265, 193.721 ,-702.467
-2.24239, 10.0338, 0.257635, 0.00332442 ,0.504935, 132.836 ,-700.837
-2.16907, 9.92177, 0.118742, 0.00324529 ,0.373107, 210.879 ,-700.504
-2.27702, 9.8693, 0.201114, 0.00310577 ,0.338139, 119.6 ,-701.386
-2.41227, 9.7697, 0.147514, 0.00293936 ,0.29424, 116.78 ,-700.234
-2.05334, 10.0885, 0.248307, 0.00316147 ,0.0907574, 278.226 ,-699.428
-2.27285, 10.1234, 0.276117, 0.00328454 ,0.161228, 111.56 ,-700.099
-2.20474, 9.86179, 0.198108, 0.00339517 ,0.39343, 175.857 ,-701.9
-2.23347, 10.0597, 0.223483, 0.00334363 ,0.0205986, 140.429 ,-701.763
-2.18208, 9.98073, 0.234003, 0.00355368 ,0.210797, 131.352 ,-701.138
-2.07695, 9.95101, 0.178538, 0.00322819 ,0.209989, 195.308 ,-702.18
-2.02338, 10.0227, 0.16545, 0.00342891 ,0.254194, 309.93 ,-700.532
-2.15037, 10.0452, 0.242816, 0.0036004 ,0.0734814, 147.703 ,-701.347
-2.28648, 10.0743, 0.261946, 0.00344941 ,0.461379, 146.542 ,-700.423
-2.15214, 10.015, 0.170722, 0.00362359 ,0.403492, 189.759 ,-702.073
-2.33748, 9.75285, 0.13975, 0.00402081 ,0.194992, 115.017 ,-700.279
-2.13139, 9.99794, 0.138725, 0.00377845 ,0.257751, 294.805 ,-699.148
-2.10936, 10.0022, 0.177051, 0.00366413 ,0.040544, 224.316 ,-702.501
-2.33549, 9.88261, 0.159063, 0.00351016 ,0.606838, 119.36 ,-700.673
-2.105, 9.99365, 0.131954, 0.00361923 ,0.451292, 268.331 ,-700.073
-2.23181, 9.876, 0.18231, 0.0034475 ,0.525784, 172.411 ,-701.907
-2.22099, 9.9799, 0.195007, 0.00342267 ,0.234988, 201.814 ,-701.828
-2.09156, 9.89375, 0.201002, 0.00320046 ,0.141486, 174.305 ,-701.308
-2.14486, 10.1926, 0.200118, 0.0033029 ,0.272899, 160.92 ,-699.115
-2.18286, 9.9761, 0.234264, 0.00344132 ,0.0298578, 166.762 ,-702.049
-2.33072, 9.71693, 0.177626, 0.00346719 ,0.0887424, 137.929 ,-700.605
-2.2489, 9.90562, 0.177567, 0.0032487 ,0.361882, 146.156 ,-702.236
-2.23258, 10.0157, 0.246485, 0.00340297 ,0.221659, 180.246 ,-701.115
-2.31739, 9.93136, 0.156053, 0.00353598 ,0.355644, 119.965 ,-701.042
-2.18868, 9.99802, 0.239752, 0.00367145 ,0.060564, 205.778 ,-701.201
-2.25285, 10.1366, 0.375385, 0.00360722 ,0.468317, 125.106 ,-696.825
-2.59129, 9.99017, 0.172714, 0.00375052 ,0.0974405, 91.1379 ,-696.976
-2.10603, 9.91127, 0.135786, 0.00371608 ,0.161672, 212.569 ,-701.508
-2.32424, 9.9586, 0.173481, 0.00353734 ,0.0367917, 148.056 ,-701.483
-2.20519, 9.93949, 0.124847, 0.00330691 ,0.937867, 216.012 ,-696.707
-2.18451, 9.92317, 0.199054, 0.00321111 ,0.307335, 240.371 ,-701.006
-2.24732, 9.88258, 0.191347, 0.00338379 ,0.158722, 118.257 ,-701.326
-2.18178, 9.91233, 0.196797, 0.00347837 ,0.296033, 171.002 ,-702.466
-2.25574, 10.0473, 0.275625, 0.00338256 ,0.351202, 104.79 ,-699.628
-2.05773, 9.92545, 0.129647, 0.00318867 ,0.0742651, 288.646 ,-700.231
-2.50496, 9.91756, 0.276214, 0.00310652 ,0.299512, 89.647 ,-698.488
-1.96549, 10.0457, 0.230567, 0.00291985 ,0.705875, 213.3 ,-697.212
-2.36373, 9.89942, 0.201475, 0.00278553 ,0.428916, 111.419 ,-701.14
-2.30865, 10.0334, 0.155152, 0.00281682 ,0.306486, 152.446 ,-700.08
-2.19965, 10.0374, 0.138466, 0.00305524 ,0.038484, 199.853 ,-700.213
-2.20368, 9.95388, 0.197282, 0.00311965 ,0.0294998, 227.327 ,-701.407
-2.24953, 9.89843, 0.211888, 0.00346516 ,0.333272, 184.483 ,-701.405
-2.46505, 10.0999, 0.191858, 0.00354338 ,0.144969, 66.2383 ,-696.55
-2.19322, 9.9083, 0.177219, 0.00329517 ,0.181853, 179.521 ,-702.68
-2.14267, 10.0841, 0.202075, 0.00344245 ,0.198582, 204.185 ,-701.564
-2.11286, 10.0696, 0.255855, 0.00330958 ,0.00636049, 192.028 ,-701.176
-2.11261, 10.0221, 0.179717, 0.00334834 ,0.143227, 232.328 ,-702.16
-2.15167, 9.9915, 0.190644, 0.00303384 ,0.0420781, 198.081 ,-702.761
-2.15706, 10.033, 0.159494, 0.00318557 ,0.0335435, 235.5 ,-700.972
-2.12107, 9.8892, 0.160487, 0.00328226 ,0.22853, 238.465 ,-701.863
-2.25597, 9.85269, 0.150704, 0.0032647 ,0.509507, 146.221 ,-701.378
-2.08095, 10.0343, 0.196918, 0.00374567 ,0.164805, 204.984 ,-702.166
-2.08675, 9.87296, 0.198312, 0.00350396 ,0.0403817, 161.661 ,-700.558
-2.35328, 9.8549, 0.178442, 0.00360425 ,0.501769, 134.02 ,-701.11
-2.29561, 9.50642, 0.125371, 0.00347164 ,0.450373, 143.94 ,-698.806
-2.12736, 9.94743, 0.187225, 0.00373696 ,0.238687, 201.507 ,-702.663
-2.3275, 9.61327, 0.124988, 0.00384934 ,0.358206, 117.26 ,-699.47
-2.50097, 9.98327, 0.294035, 0.00403816 ,0.759172, 71.3912 ,-696.869
-2.26784, 9.88525, 0.191321, 0.00390235 ,0.521271, 151.847 ,-701.754
-2.28708, 10.0792, 0.231798, 0.00394137 ,0.643777, 198.029 ,-697.815
-2.04902, 9.92231, 0.139631, 0.00349741 ,0.204624, 220.16 ,-701
-2.14503, 9.90218, 0.199485, 0.0038097 ,0.313604, 213.017 ,-701.988
-2.0641, 10.0008, 0.149801, 0.00408268 ,0.528016, 277.325 ,-700.391
-2.32601, 10.292, 0.413425, 0.00444813 ,0.331551, 70.7751 ,-694.788
-2.0939, 10.0082, 0.176398, 0.004392 ,0.0704649, 226.635 ,-702.381
-2.22722, 9.8624, 0.169854, 0.00450199 ,0.0757144, 181.231 ,-702.195
